146, 1437808, 0, 0
200, 921600, 0, 0
300, 1730560, 0, 0
400, 1658880, 0, 0
500, 1638400, 0, 0
600, 1607680, 0, 0
700, 1679360, 0, 0
801, 1733702, 0, 0
900, 1638400, 0, 0
1000, 1761280, 0, 0
1100, 1699840, 0, 0
1200, 1710080, 0, 0
1300, 1720320, 0, 0
1400, 1689600, 0, 0
1500, 1710080, 0, 0
1600, 1638400, 0, 0
1700, 1218560, 0, 0
1800, 1310720, 0, 0
1901, 1470099, 0, 0
2000, 1597440, 0, 0
2100, 1638400, 0, 0
2200, 1556480, 0, 0
2300, 1597440, 0, 0
2400, 1597440, 0, 0
2501, 1561346, 0, 0
2600, 1607680, 0, 0
2700, 1413120, 0, 0
2800, 1505280, 0, 0
2900, 1638400, 0, 0
3001, 1622178, 0, 0
3100, 1443840, 0, 0
3200, 1495040, 0, 0
3300, 1556480, 0, 0
3400, 1556480, 0, 0
3501, 1591762, 0, 0
3600, 1454080, 0, 0
3700, 1556480, 0, 0
3800, 1638400, 0, 0
3900, 1638400, 0, 0
4000, 1556480, 0, 0
4101, 1530930, 0, 0
4200, 1392640, 0, 0
4300, 1464320, 0, 0
4400, 1474560, 0, 0
4500, 1556480, 0, 0
4600, 1484800, 0, 0
4700, 1566720, 0, 0
4800, 1556480, 0, 0
4900, 1638400, 0, 0
5000, 1617920, 0, 0
5100, 1576960, 0, 0
5201, 1601900, 0, 0
5300, 1576960, 0, 0
5400, 1617920, 0, 0
5500, 1495040, 0, 0
5600, 1556480, 0, 0
5700, 1536000, 0, 0
5800, 1556480, 0, 0
5900, 1638400, 0, 0
6000, 1556480, 0, 0
6100, 1617920, 0, 0
6200, 1576960, 0, 0
6300, 1556480, 0, 0
6400, 1638400, 0, 0
6501, 1541069, 0, 0
6600, 1556480, 0, 0
6700, 1423360, 0, 0
6800, 1638400, 0, 0
6900, 1556480, 0, 0
7000, 1628160, 0, 0
7100, 1648640, 0, 0
7200, 1556480, 0, 0
7300, 1638400, 0, 0
7400, 1556480, 0, 0
7500, 1556480, 0, 0
7600, 1638400, 0, 0
7700, 1505280, 0, 0
