146, 1115178, 0, 0
200, 614400, 0, 0
301, 1176079, 0, 0
400, 1167360, 0, 0
500, 1228800, 0, 0
600, 1300480, 0, 0
700, 1157120, 0, 0
800, 1187840, 0, 0
900, 1167360, 0, 0
1000, 1157120, 0, 0
1100, 1208320, 0, 0
1200, 1177600, 0, 0
1300, 1177600, 0, 0
1401, 1165940, 0, 0
1500, 1167360, 0, 0
1600, 1300480, 0, 0
1700, 1669120, 0, 0
1800, 1587200, 0, 0
1900, 1628160, 0, 0
2001, 1480237, 0, 0
2100, 1597440, 0, 0
2200, 1576960, 0, 0
2300, 1597440, 0, 0
2400, 1597440, 0, 0
2500, 1597440, 0, 0
2601, 1510653, 0, 0
2700, 1597440, 0, 0
2800, 1536000, 0, 0
2900, 1576960, 0, 0
3000, 1617920, 0, 0
3100, 1505280, 0, 0
3200, 1423360, 0, 0
3300, 1556480, 0, 0
3400, 1638400, 0, 0
3500, 1556480, 0, 0
3600, 1546240, 0, 0
3700, 1576960, 0, 0
3800, 1597440, 0, 0
3900, 1597440, 0, 0
4000, 1638400, 0, 0
4100, 1576960, 0, 0
4200, 1443840, 0, 0
4300, 1505280, 0, 0
4400, 1638400, 0, 0
4500, 1576960, 0, 0
4600, 1433600, 0, 0
4700, 1587200, 0, 0
4800, 1576960, 0, 0
4900, 1556480, 0, 0
5000, 1638400, 0, 0
5100, 1638400, 0, 0
5200, 1556480, 0, 0
5300, 1556480, 0, 0
5400, 1638400, 0, 0
5500, 1617920, 0, 0
5600, 1587200, 0, 0
5700, 1566720, 0, 0
5800, 1556480, 0, 0
5900, 1617920, 0, 0
6000, 1576960, 0, 0
6100, 1556480, 0, 0
6200, 1638400, 0, 0
6300, 1556480, 0, 0
6400, 1556480, 0, 0
6500, 1638400, 0, 0
6601, 1541069, 0, 0
6700, 1648640, 0, 0
6800, 1556480, 0, 0
6900, 1638400, 0, 0
7000, 1556480, 0, 0
7100, 1515520, 0, 0
7200, 1638400, 0, 0
7300, 1556480, 0, 0
7400, 1617920, 0, 0
7500, 1576960, 0, 0
7600, 1556480, 0, 0
7700, 1566720, 0, 0
7800, 1556480, 0, 0
7901, 1622178, 0, 0
8000, 1628160, 0, 0
8100, 1597440, 0, 0
8200, 1556480, 0, 0
8300, 1556480, 0, 0
8400, 1474560, 0, 0
8500, 1392640, 0, 0
8600, 1443840, 0, 0
8700, 1597440, 0, 0
8800, 1566720, 0, 0
8900, 1638400, 0, 0
9000, 1464320, 0, 0
9100, 1587200, 0, 0
9200, 1587200, 0, 0
9300, 1556480, 0, 0
9400, 1628160, 0, 0
9500, 1597440, 0, 0
9600, 2355200, 0, 0
9700, 1474560, 0, 0
9800, 1187840, 0, 0
9900, 1208320, 0, 0
10000, 1146880, 0, 0
10100, 1228800, 0, 0
10200, 1290240, 0, 0
10300, 1146880, 0, 0
10400, 1228800, 0, 0
10500, 1157120, 0, 0
10600, 1198080, 0, 0
10700, 1167360, 0, 0
10800, 1167360, 0, 0
10901, 1074693, 0, 0
11000, 1157120, 0, 0
11100, 1157120, 0, 0
11200, 1146880, 0, 0
11300, 1136640, 0, 0
11400, 1116160, 0, 0
11500, 1157120, 0, 0
11600, 1198080, 0, 0
11700, 1198080, 0, 0
11800, 1146880, 0, 0
11900, 1228800, 0, 0
12000, 1228800, 0, 0
12100, 1064960, 0, 0
12200, 1218560, 0, 0
12300, 1136640, 0, 0
12400, 2324480, 0, 0
12500, 2816000, 0, 0
12600, 2805760, 0, 0
12700, 2816000, 0, 0
12800, 2734080, 0, 0
12900, 2795520, 0, 0
13000, 2795520, 0, 0
13100, 2785280, 0, 0
13200, 2805760, 0, 0
13300, 2775040, 0, 0
13400, 2723840, 0, 0
13500, 2580480, 0, 0
13600, 2775040, 0, 0
13700, 2744320, 0, 0
13800, 2754560, 0, 0
13900, 2795520, 0, 0
14000, 2816000, 0, 0
14100, 2785280, 0, 0
14200, 2805760, 0, 0
14300, 2775040, 0, 0
