144, 455111, 0, 0, 0
308, 668097, 0, 0, 0
408, 634880, 0, 0, 0
509, 593920, 0, 0, 0
609, 522240, 0, 0, 0
708, 537858, 0, 0, 0
808, 368640, 0, 0, 0
908, 542720, 0, 0, 0
1009, 522240, 0, 0, 0
1109, 583680, 0, 0, 0
1208, 506828, 0, 0, 0
1308, 655360, 0, 0, 0
1408, 624640, 0, 0, 0
1509, 450560, 0, 0, 0
1609, 563200, 0, 0, 0
1708, 413737, 0, 0, 0
1808, 532480, 0, 0, 0
1908, 337920, 0, 0, 0
2008, 552960, 0, 0, 0
2108, 716800, 0, 0, 0
2209, 880640, 0, 0, 0
2309, 839680, 0, 0, 0
2408, 858505, 0, 0, 0
2508, 993280, 0, 0, 0
2608, 890880, 0, 0, 0
2709, 839680, 0, 0, 0
2809, 808960, 0, 0, 0
2908, 682666, 0, 0, 0
3008, 829440, 0, 0, 0
3108, 983040, 0, 0, 0
3209, 901120, 0, 0, 0
3309, 542720, 0, 0, 0
3408, 1096404, 0, 0, 0
3508, 1331200, 0, 0, 0
3608, 1095680, 0, 0, 0
3708, 1054720, 0, 0, 0
3808, 1116160, 0, 0, 0
3909, 1054720, 0, 0, 0
4009, 911360, 0, 0, 0
4109, 1136640, 0, 0, 0
4208, 1189494, 0, 0, 0
4308, 890880, 0, 0, 0
4408, 983040, 0, 0, 0
4508, 829440, 0, 0, 0
4608, 1126400, 0, 0, 0
4709, 1218560, 0, 0, 0
4809, 1198080, 0, 0, 0
4909, 1617920, 0, 0, 0
5008, 848161, 0, 0, 0
5108, 993280, 0, 0, 0
5208, 1372160, 0, 0, 0
5308, 993280, 0, 0, 0
5409, 1064960, 0, 0, 0
5508, 972282, 0, 0, 0
5608, 1157120, 0, 0, 0
5708, 1208320, 0, 0, 0
5808, 901120, 0, 0, 0
5909, 1054720, 0, 0, 0
6008, 982626, 0, 0, 0
6108, 921600, 0, 0, 0
6208, 1064960, 0, 0, 0
6308, 1116160, 0, 0, 0
6408, 870400, 0, 0, 0
6509, 768000, 0, 0, 0
6609, 942080, 0, 0, 0
6708, 982626, 0, 0, 0
6808, 952320, 0, 0, 0
6908, 993280, 0, 0, 0
7008, 1382400, 0, 0, 0
7108, 890880, 0, 0, 0
7208, 1003520, 0, 0, 0
7309, 880640, 0, 0, 0
7409, 829440, 0, 0, 0
7509, 1064960, 0, 0, 0
7608, 786101, 0, 0, 0
