1000, 6281, 0, 0
2000, 6672, 0, 0
3000, 6628, 0, 0
4000, 6695, 0, 0
5000, 6707, 0, 0
6000, 6702, 0, 0
7000, 6757, 0, 0
8000, 6719, 0, 0
9000, 6759, 0, 0
10000, 6722, 0, 0
11000, 6568, 0, 0
12000, 6604, 0, 0
13000, 6721, 0, 0
14000, 6718, 0, 0
15000, 6680, 0, 0
16000, 6728, 0, 0
17000, 6623, 0, 0
18000, 6537, 0, 0
19000, 6749, 0, 0
20000, 6835, 0, 0
21000, 6609, 0, 0
22000, 6672, 0, 0
23000, 6693, 0, 0
24000, 6762, 0, 0
25000, 6637, 0, 0
26000, 6598, 0, 0
27000, 6717, 0, 0
28000, 6732, 0, 0
29000, 6651, 0, 0
30000, 6749, 0, 0
31000, 6714, 0, 0
32000, 6670, 0, 0
33000, 6681, 0, 0
34000, 6715, 0, 0
35000, 6587, 0, 0
36000, 6636, 0, 0
37000, 6528, 0, 0
38000, 6583, 0, 0
39000, 6656, 0, 0
40000, 6692, 0, 0
41000, 6561, 0, 0
42000, 6701, 0, 0
43000, 6768, 0, 0
44000, 6562, 0, 0
45000, 6692, 0, 0
46000, 6585, 0, 0
47000, 6687, 0, 0
48000, 6665, 0, 0
49000, 6647, 0, 0
50000, 6656, 0, 0
51000, 6647, 0, 0
52000, 6627, 0, 0
53000, 6595, 0, 0
54000, 6741, 0, 0
55000, 6601, 0, 0
56000, 6580, 0, 0
57000, 6668, 0, 0
58000, 6737, 0, 0
59000, 6618, 0, 0
60001, 6657, 0, 0
