1000, 6287, 0, 0
2000, 6667, 0, 0
3000, 6644, 0, 0
4000, 6852, 0, 0
5000, 6718, 0, 0
6000, 6782, 0, 0
7000, 6659, 0, 0
8000, 6755, 0, 0
9000, 6631, 0, 0
10000, 6661, 0, 0
11000, 6681, 0, 0
12000, 6671, 0, 0
13000, 6638, 0, 0
14000, 6695, 0, 0
15000, 6645, 0, 0
16000, 6717, 0, 0
17000, 6647, 0, 0
18000, 6471, 0, 0
19000, 6700, 0, 0
20000, 6689, 0, 0
21000, 6661, 0, 0
22000, 6753, 0, 0
23000, 6655, 0, 0
24000, 6648, 0, 0
25000, 6571, 0, 0
26000, 6617, 0, 0
27000, 6675, 0, 0
28000, 6703, 0, 0
29000, 6635, 0, 0
30000, 6716, 0, 0
31000, 6710, 0, 0
32000, 6627, 0, 0
33000, 6613, 0, 0
34000, 6601, 0, 0
35000, 6695, 0, 0
36000, 6719, 0, 0
37000, 6740, 0, 0
38000, 6620, 0, 0
39000, 6692, 0, 0
40000, 6682, 0, 0
41000, 6677, 0, 0
42000, 6679, 0, 0
43000, 6621, 0, 0
44000, 6678, 0, 0
45000, 6671, 0, 0
46000, 6638, 0, 0
47000, 6665, 0, 0
48000, 6626, 0, 0
49000, 6717, 0, 0
50000, 6599, 0, 0
51000, 6571, 0, 0
52000, 6655, 0, 0
53000, 6671, 0, 0
54000, 6627, 0, 0
55000, 6567, 0, 0
56000, 6603, 0, 0
57000, 6617, 0, 0
58000, 6594, 0, 0
59000, 6646, 0, 0
60001, 6703, 0, 0
