1000, 6404, 0, 0
2000, 6724, 0, 0
3000, 6697, 0, 0
4000, 6770, 0, 0
5000, 6738, 0, 0
6000, 6702, 0, 0
7000, 6699, 0, 0
8000, 6591, 0, 0
9000, 6654, 0, 0
10000, 6723, 0, 0
11000, 6619, 0, 0
12000, 6693, 0, 0
13000, 6680, 0, 0
14000, 6695, 0, 0
15000, 6600, 0, 0
16000, 6779, 0, 0
17000, 6660, 0, 0
18000, 6536, 0, 0
19000, 6586, 0, 0
20000, 6724, 0, 0
21000, 6584, 0, 0
22000, 6714, 0, 0
23000, 6700, 0, 0
24000, 6694, 0, 0
25000, 6705, 0, 0
26000, 6547, 0, 0
27000, 6615, 0, 0
28000, 6777, 0, 0
29000, 6613, 0, 0
30000, 6668, 0, 0
31000, 6769, 0, 0
32000, 6607, 0, 0
33000, 6579, 0, 0
34000, 6722, 0, 0
35000, 6739, 0, 0
36000, 6691, 0, 0
37000, 6693, 0, 0
38000, 6657, 0, 0
39000, 6717, 0, 0
40000, 6660, 0, 0
41000, 6675, 0, 0
42000, 6617, 0, 0
43000, 6677, 0, 0
44000, 6625, 0, 0
45000, 6716, 0, 0
46000, 6714, 0, 0
47000, 6759, 0, 0
48000, 6670, 0, 0
49000, 6628, 0, 0
50000, 6758, 0, 0
51000, 6761, 0, 0
52000, 6730, 0, 0
53000, 6674, 0, 0
54000, 6696, 0, 0
55000, 6706, 0, 0
56000, 6645, 0, 0
57000, 6630, 0, 0
58000, 6732, 0, 0
59000, 6646, 0, 0
60001, 6612, 0, 0
