1000, 34604, 0, 0, 0
1000, 34443, 1, 0, 0
2000, 34460, 0, 0, 0
2000, 34625, 1, 0, 0
3000, 34713, 0, 0, 0
3000, 34431, 1, 0, 0
4001, 34316, 0, 0, 0
4001, 34098, 1, 0, 0
5001, 34597, 0, 0, 0
5001, 35032, 1, 0, 0
6000, 33614, 0, 0, 0
6000, 33786, 1, 0, 0
7000, 33968, 0, 0, 0
7000, 33515, 1, 0, 0
8001, 26246, 0, 0, 0
8001, 26361, 1, 0, 0
9001, 13508, 0, 0, 0
9001, 13436, 1, 0, 0
10001, 8501, 0, 0, 0
10001, 8388, 1, 0, 0
11001, 3300, 0, 0, 0
11001, 3226, 1, 0, 0
12001, 3177, 0, 0, 0
12001, 3224, 1, 0, 0
13001, 3145, 0, 0, 0
13001, 3146, 1, 0, 0
14001, 3162, 0, 0, 0
14001, 3007, 1, 0, 0
15000, 3180, 0, 0, 0
15000, 3203, 1, 0, 0
16000, 3216, 0, 0, 0
16000, 3120, 1, 0, 0
17000, 3247, 0, 0, 0
17000, 3290, 1, 0, 0
18001, 3095, 0, 0, 0
18001, 3095, 1, 0, 0
19001, 3122, 0, 0, 0
19001, 3094, 1, 0, 0
20001, 3183, 0, 0, 0
20001, 3043, 1, 0, 0
21001, 3186, 0, 0, 0
21001, 3215, 1, 0, 0
22001, 3194, 0, 0, 0
22001, 3134, 1, 0, 0
23001, 3209, 0, 0, 0
23001, 3431, 1, 0, 0
24001, 3271, 0, 0, 0
24001, 3233, 1, 0, 0
25001, 3292, 0, 0, 0
25001, 3242, 1, 0, 0
26001, 3239, 0, 0, 0
26001, 3272, 1, 0, 0
27001, 3323, 0, 0, 0
27001, 3271, 1, 0, 0
28000, 3349, 0, 0, 0
28000, 3390, 1, 0, 0
29001, 3337, 0, 0, 0
29001, 3340, 1, 0, 0
30001, 3237, 0, 0, 0
30001, 3247, 1, 0, 0
31001, 3289, 0, 0, 0
31001, 3280, 1, 0, 0
32001, 3238, 0, 0, 0
32001, 3232, 1, 0, 0
33001, 3286, 0, 0, 0
33001, 3282, 1, 0, 0
34001, 3249, 0, 0, 0
34001, 3345, 1, 0, 0
35001, 3282, 0, 0, 0
35001, 3261, 1, 0, 0
36001, 3333, 0, 0, 0
36001, 3229, 1, 0, 0
37001, 3322, 0, 0, 0
37001, 3364, 1, 0, 0
38001, 3285, 0, 0, 0
38001, 3344, 1, 0, 0
39000, 3368, 0, 0, 0
39000, 3486, 1, 0, 0
40000, 3372, 0, 0, 0
40000, 3338, 1, 0, 0
41000, 3270, 0, 0, 0
41000, 3129, 1, 0, 0
42001, 3222, 0, 0, 0
42001, 3211, 1, 0, 0
43001, 3227, 0, 0, 0
43001, 3313, 1, 0, 0
44001, 3329, 0, 0, 0
44001, 3248, 1, 0, 0
45001, 3413, 0, 0, 0
45001, 3287, 1, 0, 0
46001, 3272, 0, 0, 0
46001, 3320, 1, 0, 0
47001, 3333, 0, 0, 0
47001, 3326, 1, 0, 0
48001, 3331, 0, 0, 0
48001, 3435, 1, 0, 0
49000, 3339, 0, 0, 0
49000, 3471, 1, 0, 0
50001, 3278, 0, 0, 0
50001, 3311, 1, 0, 0
51001, 3334, 0, 0, 0
51001, 3405, 1, 0, 0
52001, 3273, 0, 0, 0
52001, 3217, 1, 0, 0
53000, 3249, 0, 0, 0
53000, 3371, 1, 0, 0
54000, 3341, 0, 0, 0
54000, 3255, 1, 0, 0
55000, 3360, 0, 0, 0
55000, 3350, 1, 0, 0
56000, 3344, 0, 0, 0
56000, 3318, 1, 0, 0
57001, 3309, 0, 0, 0
57001, 3296, 1, 0, 0
58002, 3300, 0, 0, 0
58002, 3244, 1, 0, 0
59003, 3278, 0, 0, 0
59003, 3284, 1, 0, 0
